id_venta,id_cliente,id_producto,fecha,cantidad,nombre,segmento,ciudad,producto,categoria,precio,ingreso
1043,3,113,2025-06-15,4,Cliente_3,Premium,CDMX,Producto_13,Ropa,6281.0,25124.0
1044,17,102,2025-05-20,2,Cliente_17,Premium,Monterrey,Producto_2,Deportes,6637.0,13274.0
1045,24,107,2025-02-07,1,Cliente_24,Corporativo,Monterrey,Producto_7,Alimentos,8771.0,8771.0
1046,10,102,2025-05-01,4,Cliente_10,Regular,Puebla,Producto_2,Deportes,6637.0,26548.0
1047,19,109,2025-05-12,5,Cliente_19,Corporativo,Mérida,Producto_9,Electrónica,16661.0,83305.0
1048,1,114,2025-03-02,1,Cliente_1,Regular,Monterrey,Producto_14,Electrónica,15368.0,15368.0
1049,11,102,2025-05-13,3,Cliente_11,Premium,CDMX,Producto_2,Deportes,6637.0,19911.0
1050,14,106,2025-06-11,5,Cliente_14,Corporativo,Monterrey,Producto_6,Hogar,18809.0,94045.0
1051,30,115,2025-05-28,4,Cliente_30,Premium,Mérida,Producto_15,Deportes,16653.0,66612.0
1052,7,105,2025-05-18,5,Cliente_7,Regular,Querétaro,Producto_5,Ropa,13412.0,67060.0
1053,9,102,2025-04-25,3,Cliente_9,Regular,Guadalajara,Producto_2,Deportes,6637.0,19911.0
1054,13,108,2025-02-18,2,Cliente_13,Corporativo,Mérida,Producto_8,Hogar,3255.0,6510.0
1055,30,108,2025-05-24,4,Cliente_30,Premium,Mérida,Producto_8,Hogar,3255.0,13020.0
1056,26,110,2025-03-07,1,Cliente_26,Premium,CDMX,Producto_10,Ropa,12613.0,12613.0
1057,2,105,2025-04-06,2,Cliente_2,Corporativo,Guadalajara,Producto_5,Ropa,13412.0,26824.0
1058,8,115,2025-02-26,4,Cliente_8,Corporativo,Mérida,Producto_15,Deportes,16653.0,66612.0
1059,25,108,2025-02-26,4,Cliente_25,Corporativo,Monterrey,Producto_8,Hogar,3255.0,13020.0
1060,2,105,2025-01-29,1,Cliente_2,Corporativo,Guadalajara,Producto_5,Ropa,13412.0,13412.0
1061,26,115,2025-06-23,3,Cliente_26,Premium,CDMX,Producto_15,Deportes,16653.0,49959.0
1062,9,114,2025-01-27,2,Cliente_9,Regular,Guadalajara,Producto_14,Electrónica,15368.0,30736.0
1063,28,108,2025-01-16,3,Cliente_28,Corporativo,CDMX,Producto_8,Hogar,3255.0,9765.0
1064,9,101,2025-06-18,5,Cliente_9,Regular,Guadalajara,Producto_1,Alimentos,9540.0,47700.0
1065,14,109,2025-04-10,1,Cliente_14,Corporativo,Monterrey,Producto_9,Electrónica,16661.0,16661.0
1066,20,109,2025-03-20,5,Cliente_20,Premium,Mérida,Producto_9,Electrónica,16661.0,83305.0
1067,4,103,2025-05-13,3,Cliente_4,Premium,Puebla,Producto_3,Hogar,4576.0,13728.0
1068,17,110,2025-03-10,4,Cliente_17,Premium,Monterrey,Producto_10,Ropa,12613.0,50452.0
1069,16,113,2025-01-24,3,Cliente_16,Corporativo,Querétaro,Producto_13,Ropa,6281.0,18843.0
1070,24,102,2025-05-12,2,Cliente_24,Corporativo,Monterrey,Producto_2,Deportes,6637.0,13274.0
1071,9004,111,2025-02-01,4,,,,Producto_11,Deportes,14020.0,56080.0
1072,20,103,2025-04-10,4,Cliente_20,Premium,Mérida,Producto_3,Hogar,4576.0,18304.0
1073,13,112,2025-06-20,1,Cliente_13,Corporativo,Mérida,Producto_12,Electrónica,1989.0,1989.0
1074,13,107,2025-06-18,4,Cliente_13,Corporativo,Mérida,Producto_7,Alimentos,8771.0,35084.0
1075,9009,101,2025-03-06,4,,,,Producto_1,Alimentos,9540.0,38160.0
1076,25,115,2025-05-21,2,Cliente_25,Corporativo,Monterrey,Producto_15,Deportes,16653.0,33306.0
1077,10,103,2025-04-21,5,Cliente_10,Regular,Puebla,Producto_3,Hogar,4576.0,22880.0
1078,6,109,2025-03-28,4,Cliente_6,Corporativo,CDMX,Producto_9,Electrónica,16661.0,66644.0
1079,11,103,2025-01-26,2,Cliente_11,Premium,CDMX,Producto_3,Hogar,4576.0,9152.0
1080,1,114,2025-03-09,1,Cliente_1,Regular,Monterrey,Producto_14,Electrónica,15368.0,15368.0
1081,4,112,2025-04-28,4,Cliente_4,Premium,Puebla,Producto_12,Electrónica,1989.0,7956.0
1082,3,113,2025-06-27,2,Cliente_3,Premium,CDMX,Producto_13,Ropa,6281.0,12562.0
1083,24,107,2025-01-01,4,Cliente_24,Corporativo,Monterrey,Producto_7,Alimentos,8771.0,35084.0
1084,22,108,2025-05-10,3,Cliente_22,Premium,Guadalajara,Producto_8,Hogar,3255.0,9765.0
1085,21,110,2025-06-02,3,Cliente_21,Premium,Mérida,Producto_10,Ropa,12613.0,37839.0
1086,14,112,2025-06-21,1,Cliente_14,Corporativo,Monterrey,Producto_12,Electrónica,1989.0,1989.0
1087,22,113,2025-03-18,4,Cliente_22,Premium,Guadalajara,Producto_13,Ropa,6281.0,25124.0
1088,5,101,2025-01-22,1,Cliente_5,Premium,Querétaro,Producto_1,Alimentos,9540.0,9540.0
1089,28,110,2025-02-18,3,Cliente_28,Corporativo,CDMX,Producto_10,Ropa,12613.0,37839.0
1090,16,102,2025-06-03,5,Cliente_16,Corporativo,Querétaro,Producto_2,Deportes,6637.0,33185.0
1091,29,105,2025-06-08,5,Cliente_29,Premium,Mérida,Producto_5,Ropa,13412.0,67060.0
1092,5,113,2025-04-25,5,Cliente_5,Premium,Querétaro,Producto_13,Ropa,6281.0,31405.0
1093,15,104,2025-01-23,5,Cliente_15,Corporativo,CDMX,Producto_4,Alimentos,11311.0,56555.0
1094,21,112,2025-01-22,3,Cliente_21,Premium,Mérida,Producto_12,Electrónica,1989.0,5967.0
1095,15,107,2025-03-28,2,Cliente_15,Corporativo,CDMX,Producto_7,Alimentos,8771.0,17542.0
1096,14,104,2025-04-16,5,Cliente_14,Corporativo,Monterrey,Producto_4,Alimentos,11311.0,56555.0
1097,5,106,2025-01-06,5,Cliente_5,Premium,Querétaro,Producto_6,Hogar,18809.0,94045.0
1098,12,108,2025-05-04,5,Cliente_12,Corporativo,Mérida,Producto_8,Hogar,3255.0,16275.0
1099,8,112,2025-04-09,4,Cliente_8,Corporativo,Mérida,Producto_12,Electrónica,1989.0,7956.0
1100,10,110,2025-01-03,1,Cliente_10,Regular,Puebla,Producto_10,Ropa,12613.0,12613.0
1101,21,501,2025-01-18,3,Cliente_21,Premium,Mérida,,,,
1102,19,114,2025-03-23,3,Cliente_19,Corporativo,Mérida,Producto_14,Electrónica,15368.0,46104.0
1103,19,112,2025-05-11,5,Cliente_19,Corporativo,Mérida,Producto_12,Electrónica,1989.0,9945.0
1104,11,110,2025-05-29,2,Cliente_11,Premium,CDMX,Producto_10,Ropa,12613.0,25226.0
1105,9006,105,2025-03-19,2,,,,Producto_5,Ropa,13412.0,26824.0
1106,3,107,2025-02-23,1,Cliente_3,Premium,CDMX,Producto_7,Alimentos,8771.0,8771.0
1107,11,102,2025-06-24,5,Cliente_11,Premium,CDMX,Producto_2,Deportes,6637.0,33185.0
1108,4,106,2025-03-24,4,Cliente_4,Premium,Puebla,Producto_6,Hogar,18809.0,75236.0
1109,11,114,2025-02-26,1,Cliente_11,Premium,CDMX,Producto_14,Electrónica,15368.0,15368.0
1110,29,107,2025-03-21,3,Cliente_29,Premium,Mérida,Producto_7,Alimentos,8771.0,26313.0
1111,11,102,2025-01-03,3,Cliente_11,Premium,CDMX,Producto_2,Deportes,6637.0,19911.0
1112,28,110,2025-02-24,3,Cliente_28,Corporativo,CDMX,Producto_10,Ropa,12613.0,37839.0
1113,15,115,2025-04-03,5,Cliente_15,Corporativo,CDMX,Producto_15,Deportes,16653.0,83265.0
1114,21,114,2025-06-15,1,Cliente_21,Premium,Mérida,Producto_14,Electrónica,15368.0,15368.0
1115,14,105,2025-05-13,2,Cliente_14,Corporativo,Monterrey,Producto_5,Ropa,13412.0,26824.0
1116,8,107,2025-05-21,1,Cliente_8,Corporativo,Mérida,Producto_7,Alimentos,8771.0,8771.0
1117,23,108,2025-04-09,2,Cliente_23,Regular,Monterrey,Producto_8,Hogar,3255.0,6510.0
1118,30,104,2025-01-20,5,Cliente_30,Premium,Mérida,Producto_4,Alimentos,11311.0,56555.0
1119,8,105,2025-03-12,5,Cliente_8,Corporativo,Mérida,Producto_5,Ropa,13412.0,67060.0
1120,24,104,2025-06-29,1,Cliente_24,Corporativo,Monterrey,Producto_4,Alimentos,11311.0,11311.0
1121,8,115,2025-01-08,4,Cliente_8,Corporativo,Mérida,Producto_15,Deportes,16653.0,66612.0
1122,22,112,2025-06-08,2,Cliente_22,Premium,Guadalajara,Producto_12,Electrónica,1989.0,3978.0
1123,9002,113,2025-05-04,1,,,,Producto_13,Ropa,6281.0,6281.0
1124,14,113,2025-02-21,2,Cliente_14,Corporativo,Monterrey,Producto_13,Ropa,6281.0,12562.0
1125,23,115,2025-05-21,1,Cliente_23,Regular,Monterrey,Producto_15,Deportes,16653.0,16653.0
1126,9,102,2025-05-31,3,Cliente_9,Regular,Guadalajara,Producto_2,Deportes,6637.0,19911.0
1127,3,114,2025-01-08,5,Cliente_3,Premium,CDMX,Producto_14,Electrónica,15368.0,76840.0
1128,3,504,2025-01-20,3,Cliente_3,Premium,CDMX,,,,
1129,14,108,2025-04-30,4,Cliente_14,Corporativo,Monterrey,Producto_8,Hogar,3255.0,13020.0
1130,28,109,2025-06-29,3,Cliente_28,Corporativo,CDMX,Producto_9,Electrónica,16661.0,49983.0
1131,4,106,2025-01-05,1,Cliente_4,Premium,Puebla,Producto_6,Hogar,18809.0,18809.0
1132,14,103,2025-04-30,1,Cliente_14,Corporativo,Monterrey,Producto_3,Hogar,4576.0,4576.0
1133,22,103,2025-01-25,2,Cliente_22,Premium,Guadalajara,Producto_3,Hogar,4576.0,9152.0
1134,7,113,2025-04-28,2,Cliente_7,Regular,Querétaro,Producto_13,Ropa,6281.0,12562.0
1135,22,508,2025-04-23,5,Cliente_22,Premium,Guadalajara,,,,
1136,10,105,2025-01-17,5,Cliente_10,Regular,Puebla,Producto_5,Ropa,13412.0,67060.0
1137,25,114,2025-05-03,5,Cliente_25,Corporativo,Monterrey,Producto_14,Electrónica,15368.0,76840.0
1138,18,103,2025-06-11,4,Cliente_18,Regular,Querétaro,Producto_3,Hogar,4576.0,18304.0
1139,17,114,2025-06-05,3,Cliente_17,Premium,Monterrey,Producto_14,Electrónica,15368.0,46104.0
1140,6,114,2025-01-06,4,Cliente_6,Corporativo,CDMX,Producto_14,Electrónica,15368.0,61472.0
1141,14,109,2025-02-14,3,Cliente_14,Corporativo,Monterrey,Producto_9,Electrónica,16661.0,49983.0
1142,26,103,2025-02-13,4,Cliente_26,Premium,CDMX,Producto_3,Hogar,4576.0,18304.0
1143,1,103,2025-03-23,4,Cliente_1,Regular,Monterrey,Producto_3,Hogar,4576.0,18304.0
1144,23,105,2025-01-26,4,Cliente_23,Regular,Monterrey,Producto_5,Ropa,13412.0,53648.0
1145,15,109,2025-06-03,4,Cliente_15,Corporativo,CDMX,Producto_9,Electrónica,16661.0,66644.0
1146,22,103,2025-05-20,1,Cliente_22,Premium,Guadalajara,Producto_3,Hogar,4576.0,4576.0
1147,20,107,2025-05-26,4,Cliente_20,Premium,Mérida,Producto_7,Alimentos,8771.0,35084.0
1148,13,102,2025-02-05,2,Cliente_13,Corporativo,Mérida,Producto_2,Deportes,6637.0,13274.0
1149,10,109,2025-01-03,4,Cliente_10,Regular,Puebla,Producto_9,Electrónica,16661.0,66644.0
1150,19,101,2025-06-13,3,Cliente_19,Corporativo,Mérida,Producto_1,Alimentos,9540.0,28620.0
1151,5,111,2025-02-22,5,Cliente_5,Premium,Querétaro,Producto_11,Deportes,14020.0,70100.0
1152,18,101,2025-04-29,2,Cliente_18,Regular,Querétaro,Producto_1,Alimentos,9540.0,19080.0
1153,3,103,2025-06-13,5,Cliente_3,Premium,CDMX,Producto_3,Hogar,4576.0,22880.0
1154,20,103,2025-01-07,5,Cliente_20,Premium,Mérida,Producto_3,Hogar,4576.0,22880.0
1155,19,113,2025-01-01,2,Cliente_19,Corporativo,Mérida,Producto_13,Ropa,6281.0,12562.0
1156,3,101,2025-01-01,3,Cliente_3,Premium,CDMX,Producto_1,Alimentos,9540.0,28620.0
1157,9005,107,2025-01-29,3,,,,Producto_7,Alimentos,8771.0,26313.0
1158,13,109,2025-01-10,4,Cliente_13,Corporativo,Mérida,Producto_9,Electrónica,16661.0,66644.0
1159,24,108,2025-05-28,4,Cliente_24,Corporativo,Monterrey,Producto_8,Hogar,3255.0,13020.0
1160,2,111,2025-04-20,5,Cliente_2,Corporativo,Guadalajara,Producto_11,Deportes,14020.0,70100.0
1161,6,113,2025-06-26,2,Cliente_6,Corporativo,CDMX,Producto_13,Ropa,6281.0,12562.0
1162,15,106,2025-05-25,3,Cliente_15,Corporativo,CDMX,Producto_6,Hogar,18809.0,56427.0
1163,6,113,2025-06-23,3,Cliente_6,Corporativo,CDMX,Producto_13,Ropa,6281.0,18843.0
1164,10,105,2025-02-12,5,Cliente_10,Regular,Puebla,Producto_5,Ropa,13412.0,67060.0
1165,20,115,2025-02-21,2,Cliente_20,Premium,Mérida,Producto_15,Deportes,16653.0,33306.0
1166,5,108,2025-06-02,3,Cliente_5,Premium,Querétaro,Producto_8,Hogar,3255.0,9765.0
1167,21,112,2025-02-14,1,Cliente_21,Premium,Mérida,Producto_12,Electrónica,1989.0,1989.0
1168,4,114,2025-01-11,5,Cliente_4,Premium,Puebla,Producto_14,Electrónica,15368.0,76840.0
1169,6,112,2025-05-01,2,Cliente_6,Corporativo,CDMX,Producto_12,Electrónica,1989.0,3978.0
1170,18,113,2025-05-25,2,Cliente_18,Regular,Querétaro,Producto_13,Ropa,6281.0,12562.0
1171,24,109,2025-06-24,3,Cliente_24,Corporativo,Monterrey,Producto_9,Electrónica,16661.0,49983.0
1172,6,101,2025-06-17,3,Cliente_6,Corporativo,CDMX,Producto_1,Alimentos,9540.0,28620.0
1173,9,108,2025-01-22,5,Cliente_9,Regular,Guadalajara,Producto_8,Hogar,3255.0,16275.0
1174,28,103,2025-05-19,3,Cliente_28,Corporativo,CDMX,Producto_3,Hogar,4576.0,13728.0
1175,30,114,2025-06-02,3,Cliente_30,Premium,Mérida,Producto_14,Electrónica,15368.0,46104.0
1176,18,104,2025-05-06,1,Cliente_18,Regular,Querétaro,Producto_4,Alimentos,11311.0,11311.0
1177,14,104,2025-05-28,1,Cliente_14,Corporativo,Monterrey,Producto_4,Alimentos,11311.0,11311.0
1178,11,104,2025-05-31,2,Cliente_11,Premium,CDMX,Producto_4,Alimentos,11311.0,22622.0
1179,19,110,2025-03-22,5,Cliente_19,Corporativo,Mérida,Producto_10,Ropa,12613.0,63065.0
1180,18,109,2025-01-08,5,Cliente_18,Regular,Querétaro,Producto_9,Electrónica,16661.0,83305.0
1181,9,115,2025-03-24,4,Cliente_9,Regular,Guadalajara,Producto_15,Deportes,16653.0,66612.0
1182,1,107,2025-02-06,4,Cliente_1,Regular,Monterrey,Producto_7,Alimentos,8771.0,35084.0
1183,5,105,2025-01-21,2,Cliente_5,Premium,Querétaro,Producto_5,Ropa,13412.0,26824.0
1184,29,101,2025-01-23,1,Cliente_29,Premium,Mérida,Producto_1,Alimentos,9540.0,9540.0
1185,13,101,2025-05-06,1,Cliente_13,Corporativo,Mérida,Producto_1,Alimentos,9540.0,9540.0
1186,15,106,2025-04-01,2,Cliente_15,Corporativo,CDMX,Producto_6,Hogar,18809.0,37618.0
1187,15,114,2025-04-08,2,Cliente_15,Corporativo,CDMX,Producto_14,Electrónica,15368.0,30736.0
1188,24,108,2025-05-15,1,Cliente_24,Corporativo,Monterrey,Producto_8,Hogar,3255.0,3255.0
1189,2,114,2025-04-09,2,Cliente_2,Corporativo,Guadalajara,Producto_14,Electrónica,15368.0,30736.0
1190,3,102,2025-04-24,1,Cliente_3,Premium,CDMX,Producto_2,Deportes,6637.0,6637.0
1191,9,102,2025-01-16,4,Cliente_9,Regular,Guadalajara,Producto_2,Deportes,6637.0,26548.0
1192,15,113,2025-06-03,5,Cliente_15,Corporativo,CDMX,Producto_13,Ropa,6281.0,31405.0
1193,21,102,2025-03-22,4,Cliente_21,Premium,Mérida,Producto_2,Deportes,6637.0,26548.0
1194,15,101,2025-01-28,3,Cliente_15,Corporativo,CDMX,Producto_1,Alimentos,9540.0,28620.0
1195,14,107,2025-05-27,3,Cliente_14,Corporativo,Monterrey,Producto_7,Alimentos,8771.0,26313.0
1196,29,114,2025-05-13,2,Cliente_29,Premium,Mérida,Producto_14,Electrónica,15368.0,30736.0
1197,9003,111,2025-01-10,1,,,,Producto_11,Deportes,14020.0,14020.0
1198,18,102,2025-02-04,3,Cliente_18,Regular,Querétaro,Producto_2,Deportes,6637.0,19911.0
1199,17,113,2025-01-03,3,Cliente_17,Premium,Monterrey,Producto_13,Ropa,6281.0,18843.0
1200,15,113,2025-02-18,1,Cliente_15,Corporativo,CDMX,Producto_13,Ropa,6281.0,6281.0
1201,25,113,2025-01-18,3,Cliente_25,Corporativo,Monterrey,Producto_13,Ropa,6281.0,18843.0
1202,9,114,2025-05-08,2,Cliente_9,Regular,Guadalajara,Producto_14,Electrónica,15368.0,30736.0
1203,29,104,2025-04-05,1,Cliente_29,Premium,Mérida,Producto_4,Alimentos,11311.0,11311.0
1204,10,115,2025-06-26,4,Cliente_10,Regular,Puebla,Producto_15,Deportes,16653.0,66612.0
1205,17,105,2025-05-15,3,Cliente_17,Premium,Monterrey,Producto_5,Ropa,13412.0,40236.0
1206,16,113,2025-04-21,4,Cliente_16,Corporativo,Querétaro,Producto_13,Ropa,6281.0,25124.0
1207,26,109,2025-04-02,4,Cliente_26,Premium,CDMX,Producto_9,Electrónica,16661.0,66644.0
1208,14,112,2025-01-10,5,Cliente_14,Corporativo,Monterrey,Producto_12,Electrónica,1989.0,9945.0
1209,9,110,2025-01-13,5,Cliente_9,Regular,Guadalajara,Producto_10,Ropa,12613.0,63065.0
1210,1,110,2025-04-21,4,Cliente_1,Regular,Monterrey,Producto_10,Ropa,12613.0,50452.0
1211,11,110,2025-01-01,5,Cliente_11,Premium,CDMX,Producto_10,Ropa,12613.0,63065.0
1212,25,112,2025-01-08,3,Cliente_25,Corporativo,Monterrey,Producto_12,Electrónica,1989.0,5967.0
1213,1,112,2025-02-09,5,Cliente_1,Regular,Monterrey,Producto_12,Electrónica,1989.0,9945.0
1214,27,103,2025-06-09,4,Cliente_27,Premium,Puebla,Producto_3,Hogar,4576.0,18304.0
1215,17,500,2025-03-24,4,Cliente_17,Premium,Monterrey,,,,
1216,5,109,2025-05-08,5,Cliente_5,Premium,Querétaro,Producto_9,Electrónica,16661.0,83305.0
1217,10,105,2025-03-16,3,Cliente_10,Regular,Puebla,Producto_5,Ropa,13412.0,40236.0
1218,17,108,2025-02-01,4,Cliente_17,Premium,Monterrey,Producto_8,Hogar,3255.0,13020.0
1219,10,115,2025-03-08,2,Cliente_10,Regular,Puebla,Producto_15,Deportes,16653.0,33306.0
1220,4,113,2025-01-17,5,Cliente_4,Premium,Puebla,Producto_13,Ropa,6281.0,31405.0
1221,20,113,2025-05-19,4,Cliente_20,Premium,Mérida,Producto_13,Ropa,6281.0,25124.0
1222,21,107,2025-02-03,4,Cliente_21,Premium,Mérida,Producto_7,Alimentos,8771.0,35084.0
1223,4,112,2025-03-09,3,Cliente_4,Premium,Puebla,Producto_12,Electrónica,1989.0,5967.0
1224,9,106,2025-06-26,5,Cliente_9,Regular,Guadalajara,Producto_6,Hogar,18809.0,94045.0
1225,8,111,2025-04-17,1,Cliente_8,Corporativo,Mérida,Producto_11,Deportes,14020.0,14020.0
1226,20,110,2025-03-24,1,Cliente_20,Premium,Mérida,Producto_10,Ropa,12613.0,12613.0
1227,22,104,2025-04-08,3,Cliente_22,Premium,Guadalajara,Producto_4,Alimentos,11311.0,33933.0
1228,22,104,2025-05-22,4,Cliente_22,Premium,Guadalajara,Producto_4,Alimentos,11311.0,45244.0
1229,29,101,2025-02-15,5,Cliente_29,Premium,Mérida,Producto_1,Alimentos,9540.0,47700.0
1230,24,103,2025-04-25,3,Cliente_24,Corporativo,Monterrey,Producto_3,Hogar,4576.0,13728.0
1231,10,107,2025-06-07,4,Cliente_10,Regular,Puebla,Producto_7,Alimentos,8771.0,35084.0
1232,4,108,2025-04-14,3,Cliente_4,Premium,Puebla,Producto_8,Hogar,3255.0,9765.0
1233,19,103,2025-03-22,5,Cliente_19,Corporativo,Mérida,Producto_3,Hogar,4576.0,22880.0
1234,9000,107,2025-01-27,4,,,,Producto_7,Alimentos,8771.0,35084.0
1235,30,110,2025-02-14,3,Cliente_30,Premium,Mérida,Producto_10,Ropa,12613.0,37839.0
1236,7,104,2025-06-20,5,Cliente_7,Regular,Querétaro,Producto_4,Alimentos,11311.0,56555.0
1237,8,106,2025-04-08,1,Cliente_8,Corporativo,Mérida,Producto_6,Hogar,18809.0,18809.0
1238,2,106,2025-02-24,5,Cliente_2,Corporativo,Guadalajara,Producto_6,Hogar,18809.0,94045.0
1239,5,108,2025-03-17,1,Cliente_5,Premium,Querétaro,Producto_8,Hogar,3255.0,3255.0
1240,17,106,2025-04-15,2,Cliente_17,Premium,Monterrey,Producto_6,Hogar,18809.0,37618.0
1241,17,112,2025-04-07,5,Cliente_17,Premium,Monterrey,Producto_12,Electrónica,1989.0,9945.0
1242,12,105,2025-05-06,4,Cliente_12,Corporativo,Mérida,Producto_5,Ropa,13412.0,53648.0
1243,10,507,2025-02-16,5,Cliente_10,Regular,Puebla,,,,
1244,25,106,2025-04-27,4,Cliente_25,Corporativo,Monterrey,Producto_6,Hogar,18809.0,75236.0
1245,14,103,2025-03-21,4,Cliente_14,Corporativo,Monterrey,Producto_3,Hogar,4576.0,18304.0
1246,25,111,2025-06-19,2,Cliente_25,Corporativo,Monterrey,Producto_11,Deportes,14020.0,28040.0
1247,29,104,2025-01-29,1,Cliente_29,Premium,Mérida,Producto_4,Alimentos,11311.0,11311.0
1248,10,105,2025-01-27,1,Cliente_10,Regular,Puebla,Producto_5,Ropa,13412.0,13412.0
1249,7,112,2025-03-25,2,Cliente_7,Regular,Querétaro,Producto_12,Electrónica,1989.0,3978.0
1250,29,115,2025-04-02,1,Cliente_29,Premium,Mérida,Producto_15,Deportes,16653.0,16653.0
1251,20,111,2025-05-05,3,Cliente_20,Premium,Mérida,Producto_11,Deportes,14020.0,42060.0
1252,9,114,2025-03-14,4,Cliente_9,Regular,Guadalajara,Producto_14,Electrónica,15368.0,61472.0
1253,19,113,2025-06-14,5,Cliente_19,Corporativo,Mérida,Producto_13,Ropa,6281.0,31405.0
1254,9008,108,2025-03-27,3,,,,Producto_8,Hogar,3255.0,9765.0
1255,28,112,2025-01-24,5,Cliente_28,Corporativo,CDMX,Producto_12,Electrónica,1989.0,9945.0
1256,8,105,2025-01-22,5,Cliente_8,Corporativo,Mérida,Producto_5,Ropa,13412.0,67060.0
1257,30,107,2025-06-25,5,Cliente_30,Premium,Mérida,Producto_7,Alimentos,8771.0,43855.0
