ID_Venta,ID_Cliente,Region,Categoria,Unidades_Vendidas,Precio_Unitario,Ingresos,Ganancia,Fecha
138,2105.0,Norte,Hogar,5.0,2086.7,10433.5,3413.13,2025-08-15
160,2028.0,Sur,Deportes,11.0,1405.66,15462.26,6403.8,2025-02-11
349,2112.0,Oeste,Hogar,4.0,1484.17,5936.68,2620.6,2025-04-13
200,2144.0,Sur,Ropa,12.0,647.33,7767.96,1970.67,2025-05-02
190,2009.0,Norte,Deportes,2.0,351.97,703.94,282.06,2025-05-22
244,2035.0,Centro,Hogar,4.0,1615.73,6462.92,1757.3,2025-01-30
103,2063.0,Este,Belleza,1.0,2323.89,2323.89,895.84,2025-05-31
235,2017.0,Norte,Deportes,,2168.12,,,2025-02-23
199,2101.0,Este,Belleza,1.0,1373.98,1373.98,675.22,2025-05-11
86,2178.0,OESTE,Hogar,,1003.46,,,2025-01-09
32,2040.0,Oeste,Deportes,11.0,2272.83,25001.13,5847.68,2025-08-19
155,2109.0,Centro,Ropa,10.0,1934.33,19343.3,8898.07,2025-04-06
305,2157.0,Oeste,Electronica,5.0,59.03,295.15,87.74,2025-09-23
23,2002.0,Oeste,Ropa,10.0,1939.11,19391.1,8167.98,2025-05-15
63,2068.0,Este,Electronica,7.0,1287.99,9015.93,2571.72,2025-03-04
100,2034.0,Este,Belleza,6.0,1579.81,9478.86,2004.06,2025-10-02
70,2139.0,Oeste,Ropa,13.0,1379.55,17934.15,8779.82,2025-06-15
241,2164.0,Oeste,Belleza,2.0,1053.76,2107.52,594.15,2025-09-30
330,2075.0,Centro,Hogar,3.0,2444.21,7332.63,1796.44,2025-08-01
166,2048.0,Norte,Electronica,18.0,1688.9,30400.2,9264.15,2025-08-15
85,2023.0,Norte,Ropa,1.0,696.85,696.85,321.69,2025-06-08
96,2186.0,Norte ,Ropa,,331.68,,,2025-07-09
260,2118.0,Oeste,Deportes,18.0,2282.96,41093.28,13180.04,2025-09-04
30,2110.0,Centro,Belleza,2.0,2473.59,4947.18,1465.85,2025-08-20
272,2029.0,Centro,Electronica,12.0,1098.33,13179.96,4527.06,2025-01-02
16,2173.0,Oeste,Ropa,10.0,2843.33,28433.3,12527.88,2025-05-07
306,2069.0,Norte,Belleza,3.0,1878.05,5634.15,2011.5,2025-03-27
345,2141.0,Norte,Deportes,10.0,2682.82,26828.2,12156.9,2025-06-29
117,2129.0,Oeste,Belleza,10.0,1580.37,15803.7,4935.31,2025-06-20
87,2007.0,Norte,Hogar,19.0,1793.68,34079.92,12491.24,2025-04-20
319,2062.0,Norte,Deportes,7.0,2528.17,17697.19,8368.24,2025-05-13
124,2105.0,Centro,Hogar,15.0,1555.46,23331.9,9693.91,2025-03-19
203,2131.0,Oeste,Belleza,6.0,1375.59,8253.54,3334.57,2025-06-05
4,2161.0,Sur,Belleza,14.0,176.86,2476.04,389.77,2025-05-19
113,,Oeste,Belleza,3.0,2666.77,8000.31,2185.96,2025-03-23
207,2102.0,Centro,Electronica,13.0,2053.01,26689.13,6291.72,2025-06-02
342,2056.0,Oeste,Deportes,11.0,251.63,2767.93,953.47,2025-06-29
185,2166.0,Oeste,Hogar,11.0,875.4,9629.4,3616.5,2025-03-04
337,2181.0,Sur,Ropa,17.0,2309.8,39266.6,14133.06,2025-07-24
52,2037.0,Centro,Deportes,1.0,2125.79,2125.79,1024.0,2025-04-25
37,,Norte,Hogar,7.0,762.39,5336.73,2331.51,2025-03-19
98,2112.0,Norte,Belleza,17.0,2197.23,37352.91,11040.69,2025-05-02
208,2107.0,Este,Ropa,8.0,259.95,2079.6,1012.75,2025-04-27
14,2038.0,Oeste,Ropa,17.0,2711.99,46103.83,20379.2,2025-09-13
59,2058.0,Oeste,Deportes,7.0,2734.76,19143.32,9556.68,2025-02-09
183,2013.0,Sur,Electronica,11.0,1679.46,18474.06,2837.98,2025-05-12
194,2082.0,Este,Hogar,,1862.56,,,2025-01-24
258,2088.0,Norte,Belleza,19.0,2455.73,46658.87,14358.74,2025-09-03
67,2031.0,Norte,Electronica,5.0,1965.17,9825.85,4270.7,2025-08-22
10,2087.0,Este,Ropa,9.0,2177.75,19599.75,6836.63,2025-05-12
129,2032.0,Norte,Hogar,3.0,2142.36,6427.08,2564.82,2025-05-14
336,2085.0,Oeste,Electronica,18.0,2851.42,51325.56,13652.35,2025-06-22
250,2149.0,Sur,Ropa,2.0,873.08,1746.16,278.27,2025-02-22
46,2138.0,Centro,Belleza,3.0,2556.49,7669.47,2236.11,2025-02-07
116,2065.0,Centro,Hogar,,500.07,,,2025-01-26
332,2137.0,Este,Ropa,13.0,417.6,5428.8,2249.71,2025-03-29
158,2104.0,Oeste,Belleza,,1242.26,,,2025-04-16
25,2086.0,Este,Deportes,14.0,415.86,5822.04,1195.23,2025-06-12
206,2108.0,Norte,Hogar,6.0,597.3,3583.8,963.31,2025-09-17
256,2088.0,Centro,Hogar,3.0,1559.88,4679.64,1870.12,2025-05-01
190,2009.0,Norte,Deportes,2.0,351.97,703.94,282.06,2025-05-22
127,2171.0,OESTE,Belleza,8.0,1533.99,12271.92,2803.63,2025-01-02
308,2077.0,Sur,Ropa,2.0,2374.19,4748.38,1808.56,2025-10-08
215,2124.0,Sur,Hogar,4.0,694.31,2777.24,563.69,2025-03-12
307,2001.0,SUR,Hogar,9.0,2807.53,25267.77,5462.52,2025-03-23
34,2186.0,Oeste,Ropa,10.0,2777.72,27777.2,7536.28,2025-08-02
251,2015.0,Sur,Hogar,8.0,2879.55,23036.4,4550.87,2025-04-10
123,2178.0,Centro,Deportes,12.0,1310.92,15731.04,3513.61,2025-07-13
64,2148.0,Oeste,Ropa,6.0,565.72,3394.32,1425.77,2025-01-06
67,2031.0,Norte,Electronica,5.0,1965.17,9825.85,4270.7,2025-08-22
178,2015.0,OESTE,Deportes,6.0,445.05,2670.3,526.07,2025-07-23
221,2170.0,Norte,Deportes,4.0,2929.79,11719.16,3079.02,2025-06-15
292,2126.0,sur,Electronica,8.0,2155.89,17247.12,3778.39,2025-02-08
62,2037.0,Oeste,Deportes,11.0,1959.0,21549.0,9414.56,2025-06-26
233,2105.0,Sur,Hogar,,1455.04,,,2025-05-01
1,2014.0,Este,Electronica,6.0,828.17,4969.02,2062.28,2025-07-03
122,2000.0,Este,Electronica,19.0,1899.11,36083.09,10010.47,2025-01-14
109,2119.0,Norte,Deportes,18.0,988.05,17784.9,2718.18,2025-06-02
171,2148.0,Sur,Electronica,9.0,2190.96,19718.64,4540.94,2025-04-05
6,2106.0,Sur,Hogar,19.0,1667.38,31680.22,14530.27,2025-03-20
5,2187.0,Este,Belleza,14.0,1717.19,24040.66,5754.22,2025-03-15
345,2141.0,Norte,Deportes,10.0,2682.82,26828.2,12156.9,2025-06-29
58,2161.0,Sur,Deportes,1.0,2100.88,2100.88,1040.17,2025-04-15
297,2180.0,Centro,Deportes,12.0,1682.87,20194.44,3862.6,2025-07-09
60,2180.0,Centro,Ropa,,583.98,,,2025-03-29
335,2165.0,Sur,Ropa,7.0,2204.13,15428.91,5554.67,2025-03-08
48,2015.0,Este,Deportes,,2862.59,,,2025-07-11
269,2072.0,Sur,Electronica,9.0,902.85,8125.65,3507.84,2025-05-09
47,2005.0,Oeste,Hogar,9.0,914.46,8230.14,1467.21,2025-04-13
321,2193.0,Norte,Belleza,5.0,350.22,1751.1,296.92,2025-07-10
202,2157.0,Oeste,Electronica,,1102.24,,,2025-02-23
121,2088.0,SUR,Hogar,18.0,2206.86,39723.48,13477.44,2025-08-01
31,2120.0,Oeste,Deportes,6.0,1355.05,8130.3,3493.14,2025-01-22
206,2108.0,Norte,Hogar,6.0,597.3,3583.8,963.31,2025-09-17
159,2087.0,Norte,Deportes,8.0,1632.64,13061.12,3041.73,2025-02-11
130,2072.0,Sur,Deportes,11.0,2397.34,26370.74,8260.19,2025-10-12
167,2194.0,centro ,Belleza,11.0,1854.69,20401.59,5029.66,2025-03-24
57,2176.0,Oeste,Belleza,13.0,879.88,11438.44,3578.51,2025-01-15
311,2150.0,Centro,Hogar,19.0,2481.5,47148.5,20974.9,2025-07-18
210,2094.0,Sur,Belleza,16.0,2069.35,33109.6,9881.33,2025-07-17
238,2138.0,OESTE,Belleza,15.0,111.32,1669.8,728.64,2025-09-10
255,2065.0,SUR,Belleza,3.0,2073.31,6219.93,2406.52,2025-01-23
204,2199.0,Oeste,Hogar,9.0,384.78,3463.02,745.47,2025-03-03
285,2111.0,Oeste,Ropa,2.0,2438.26,4876.52,1972.41,2025-08-08
205,2026.0,Sur,Ropa,7.0,1724.27,12069.89,5357.35,2025-07-24
348,,Este,Hogar,,975.97,,,2025-04-17
128,2002.0,Norte,Electronica,17.0,2575.11,43776.87,20170.86,2025-01-06
257,2064.0,Este,Electronica,14.0,1297.6,18166.4,8218.3,2025-01-04
320,2158.0,Centro,Belleza,1.0,2765.07,2765.07,536.09,2025-10-03
298,2006.0,Este,Deportes,4.0,1065.56,4262.24,1970.95,2025-07-04
43,2188.0,Centro,Deportes,5.0,1664.14,8320.7,4103.79,2025-04-05
293,2156.0,Norte,Electronica,2.0,2992.07,5984.14,2727.66,2025-10-12
220,2012.0,Sur,Ropa,16.0,804.55,12872.8,6097.0,2025-09-28
315,2123.0,Norte,Hogar,9.0,644.58,5801.22,1560.29,2025-03-30
251,2015.0,Sur,Hogar,8.0,2879.55,23036.4,4550.87,2025-04-10
77,2117.0,Norte,Electronica,,1640.86,,,2025-07-05
163,2027.0,Oeste,Ropa,,2987.23,,,2025-05-28
289,2007.0,Este,Electronica,10.0,1622.47,16224.7,6351.96,2025-02-07
8,2157.0,Este,Ropa,15.0,1385.68,20785.2,6109.4,2025-05-11
74,2165.0,Este,Ropa,17.0,963.47,16378.99,6056.93,2025-06-07
51,2073.0,Sur,Electronica,2.0,2902.12,5804.24,2147.87,2025-09-30
329,2081.0,Sur,Electronica,7.0,1558.25,10907.75,2183.72,2025-06-25
299,2004.0,Centro,Belleza,5.0,2822.95,14114.75,4220.25,2025-01-07
263,2052.0,Este,Ropa,2.0,2430.42,4860.84,1343.99,2025-09-21
153,2137.0,Este,Belleza,10.0,2587.02,25870.2,4990.38,2025-09-18
33,2169.0,Centro,Belleza,9.0,449.08,4041.72,1286.78,2025-04-11
16,2173.0,Oeste,Ropa,10.0,2843.33,28433.3,12527.88,2025-05-07
252,2030.0,Sur,Deportes,7.0,2668.66,18680.62,7355.01,2025-07-22
95,2112.0,Norte,Ropa,18.0,2726.87,49083.66,15471.52,2025-05-05
108,2172.0,Oeste,Hogar,16.0,2602.29,41636.64,11221.71,2025-09-06
279,2065.0,Oeste,Hogar,4.0,2983.12,11932.48,5231.83,2025-02-10
211,2059.0,Sur,Electronica,2.0,586.1,1172.2,461.61,2025-05-09
248,2089.0,Este,Hogar,13.0,1422.25,18489.25,7835.2,2025-07-02
148,2133.0,Centro,Deportes,11.0,259.71,2856.81,1240.71,2025-03-07
195,2103.0,Este,Ropa,12.0,2251.23,27014.76,11140.03,2025-05-03
79,,Sur,Electronica,3.0,266.08,798.24,316.31,2025-09-18
36,2018.0,Sur,Belleza,18.0,816.4,14695.2,5089.18,2025-03-17
180,2095.0,Sur,Hogar,2.0,1505.07,3010.14,1119.36,2025-06-17
226,2054.0,Este,Hogar,15.0,557.01,8355.15,1928.61,2025-05-22
173,2185.0,Este,Deportes,5.0,2113.3,10566.5,2864.68,2025-02-24
214,2087.0,Norte,Belleza,18.0,500.8,9014.4,3358.15,2025-03-08
279,2065.0,Oeste,Hogar,4.0,2983.12,11932.48,5231.83,2025-02-10
18,2019.0,Centro,Belleza,2.0,2005.62,4011.24,1731.51,2025-01-18
157,2188.0,Oeste,Deportes,17.0,107.25,1823.25,636.45,2025-08-13
283,,Centro,Electronica,4.0,271.02,1084.08,362.28,2025-03-02
282,2007.0,Sur,Electronica,12.0,242.57,2910.84,1454.48,2025-01-11
295,2187.0,Oeste,Deportes,,86.04,,,2025-05-19
191,2175.0,Norte,Hogar,18.0,654.9,11788.2,5603.27,2025-09-02
310,2146.0,Centro,Deportes,9.0,1221.02,10989.18,4441.88,2025-09-15
268,2176.0,OESTE,Belleza,4.0,2577.37,10309.48,3960.67,2025-07-27
209,2010.0,Este,Ropa,,2928.89,,,2025-10-10
65,2164.0,Este,Deportes,11.0,135.76,1493.36,437.15,2025-03-09
11,2058.0,Centro,Ropa,6.0,704.01,4224.06,1692.15,2025-06-20
317,2060.0,Oeste,Ropa,2.0,223.46,446.92,206.04,2025-03-13
112,2137.0,SUR,Belleza,10.0,2404.72,24047.2,9678.62,2025-07-22
340,2058.0,Este,Deportes,6.0,2505.34,15032.04,3434.76,2025-09-24
322,2163.0,Este,Deportes,5.0,2822.17,14110.85,6825.47,2025-04-15
287,,Este,Ropa,3.0,1362.27,4086.81,729.75,2025-08-30
94,2112.0,Oeste,Deportes,10.0,952.22,9522.2,2559.96,2025-05-23
347,,Centro,Hogar,3.0,2858.99,8576.97,4028.98,2025-06-30
262,2063.0,Centro,Electronica,7.0,1461.61,10231.27,1754.52,2025-01-05
101,2133.0,Este,Deportes,19.0,998.79,18977.01,6692.83,2025-10-07
168,2129.0,Centro,Belleza,8.0,2958.27,23666.16,6189.02,2025-10-07
66,2074.0,Oeste,Deportes,1.0,1249.46,1249.46,458.87,2025-05-17
242,2145.0,Este,Deportes,1.0,492.01,492.01,87.06,2025-02-25
7,2109.0,Este,Belleza,1.0,789.3,789.3,263.34,2025-07-03
150,2103.0,Centro,Belleza,14.0,661.75,9264.5,3590.08,2025-04-30
290,,Norte,Ropa,19.0,2079.78,39515.82,13344.63,2025-09-17
346,2016.0,Oeste,Deportes,16.0,2090.08,33441.28,13245.14,2025-08-17
149,2111.0,Este,Hogar,11.0,1380.23,15182.53,3572.34,2025-06-25
291,2198.0,Norte,Electronica,13.0,1441.77,18743.01,3832.11,2025-01-27
312,2018.0,Este,Ropa,17.0,1674.95,28474.15,11182.71,2025-10-01
253,2112.0,Este,Belleza,6.0,885.25,5311.5,1400.59,2025-09-05
186,2088.0,Centro,Deportes,15.0,1581.47,23722.05,9578.8,2025-05-10
142,2006.0,Norte,Hogar,10.0,1636.6,16366.0,5576.59,2025-06-15
133,2084.0,Oeste,Deportes,3.0,148.78,446.34,67.56,2025-01-23
119,2027.0,Sur,Belleza,10.0,2405.37,24053.7,5051.9,2025-03-06
245,2111.0,Norte,Belleza,19.0,2546.24,48378.56,12337.85,2025-03-31
288,2006.0,Oeste,Hogar,,1788.4,,,2025-04-06
120,2074.0,Norte,Hogar,16.0,2730.42,43686.72,7009.63,2025-06-14
228,2021.0,Sur,Deportes,17.0,2611.06,44388.02,8013.91,2025-04-23
39,2101.0,Este,Ropa,8.0,1131.84,9054.72,4029.77,2025-07-01
85,2023.0,Norte,Ropa,1.0,696.85,696.85,321.69,2025-06-08
225,2068.0,OESTE,Belleza,4.0,248.13,992.52,262.81,2025-03-24
20,2158.0,Sur,Electronica,1.0,2720.3,2720.3,1335.2,2025-04-14
73,2134.0,Centro,Hogar,8.0,2201.35,17610.8,3681.07,2025-01-11
76,2027.0,Oeste,Hogar,4.0,2773.51,11094.04,3344.01,2025-06-24
265,2037.0,Sur,Ropa,10.0,674.23,6742.3,3113.29,2025-05-08
41,2044.0,Este,Electronica,12.0,2851.33,34215.96,7551.37,2025-05-04
314,2014.0,Este,Belleza,11.0,223.8,2461.8,988.57,2025-06-29
111,2062.0,Sur,Belleza,5.0,2855.58,14277.9,2613.34,2025-05-12
304,2094.0,Centro,Belleza,9.0,2468.23,22214.07,10461.07,2025-02-07
334,2161.0,Oeste,Ropa,,741.17,,,2025-08-26
49,2048.0,Este,Hogar,14.0,1215.59,17018.26,3297.15,2025-03-13
19,2017.0,Este,Ropa,12.0,1466.09,17593.08,3277.59,2025-06-01
44,,Este,Electronica,8.0,1373.36,10986.88,4443.13,2025-05-01
274,2004.0,Sur,Hogar,11.0,432.78,4760.58,1928.29,2025-06-27
91,2099.0,Centro,Electronica,8.0,920.37,7362.96,1510.99,2025-10-05
276,2139.0,Este,Hogar,19.0,511.01,9709.19,4674.38,2025-02-05
161,2053.0,OESTE,Hogar,8.0,2887.94,23103.52,10866.25,2025-07-25
115,2138.0,Centro,Deportes,13.0,2989.69,38865.97,12690.56,2025-07-17
69,2020.0,Centro,Hogar,12.0,510.91,6130.92,2557.2,2025-03-27
216,2012.0,SUR,Ropa,16.0,2624.61,41993.76,18194.85,2025-08-05
132,2145.0,Centro,Deportes,9.0,1610.47,14494.23,2932.89,2025-08-25
2,2023.0,Norte,Ropa,2.0,558.48,1116.96,346.65,2025-05-22
188,2099.0,Este,Electronica,2.0,2659.6,5319.2,2189.98,2025-04-05
228,2021.0,Sur,Deportes,17.0,2611.06,44388.02,8013.91,2025-04-23
179,2138.0,Centro,Ropa,18.0,255.35,4596.3,2070.63,2025-09-10
182,2170.0,Centro,Belleza,6.0,2184.85,13109.1,6418.59,2025-06-20
134,2122.0,Este,Belleza,14.0,1179.84,16517.76,7639.07,2025-05-27
224,2099.0,Centro,Ropa,7.0,2330.34,16312.38,2553.84,2025-05-15
249,2049.0,Norte,Ropa,3.0,2870.75,8612.25,3985.46,2025-08-11
284,2162.0,Este,Ropa,18.0,1790.18,32223.24,15672.24,2025-04-22
169,2005.0,Oeste,Hogar,13.0,1979.26,25730.38,10754.57,2025-10-14
264,2152.0,Centro,Deportes,9.0,2594.31,23348.79,4322.79,2025-05-12
143,2057.0,Este,Belleza,13.0,1342.18,17448.34,4949.64,2025-04-03
246,2180.0,Sur,Ropa,3.0,258.42,775.26,300.3,2025-01-13
301,2158.0,Centro,Deportes,8.0,1585.05,12680.4,3295.06,2025-03-25
28,2028.0,Sur,Electronica,10.0,2548.16,25481.6,11365.17,2025-10-17
139,2090.0,Centro,Deportes,11.0,1333.51,14668.61,2938.59,2025-03-24
90,2040.0,Oeste,Hogar,16.0,2720.32,43525.12,21453.94,2025-09-02
344,,Centro,Hogar,2.0,203.26,406.52,150.1,2025-10-05
24,2194.0,Sur,Belleza,8.0,1661.11,13288.88,4450.96,2025-02-25
97,2096.0,Centro,Deportes,14.0,2150.4,30105.6,13483.03,2025-10-24
80,2065.0,Este,Electronica,12.0,575.5,6906.0,2723.55,2025-10-03
38,,Este,Ropa,17.0,831.98,14143.66,3326.86,2025-01-18
193,2162.0,Este,Ropa,11.0,362.15,3983.65,1989.55,2025-08-07
243,2112.0,Norte,Electronica,12.0,600.93,7211.16,1115.52,2025-06-28
172,2172.0,Norte,Electronica,10.0,425.79,4257.9,1656.36,2025-03-11
