Fecha,Producto,Region,Vendedor,Cantidad,Precio,Ventas
2026-01-20,Audifonos,Sur,Paula,5,623.9,3119.5
2026-01-20,Monitor,Norte,Jorge,2,4370.55,8741.1
2026-01-20,Audifonos,Norte,Jorge,4,584.01,2336.04
2026-01-20,Mouse,Este,Diego,4,455.3,1821.2
2026-01-20,Laptop,Este,Luis,1,14727.75,14727.75
2026-01-20,Impresora,Centro,Ana,3,3181.83,9545.49
2026-01-21,Mouse,Centro,Sofia,1,446.04,446.04
2026-01-21,Monitor,Sur,Paula,2,4056.12,8112.24
2026-01-21,Mouse,Sur,Paula,3,438.75,1316.25
2026-01-21,Monitor,Centro,Ana,2,4164.17,8328.34
2026-01-21,Impresora,Norte,Jorge,3,3233.48,9700.44
2026-01-21,Laptop,Norte,Jorge,1,15484.31,15484.31
2026-01-21,Laptop,Este,Diego,1,15480.25,15480.25
2026-01-22,Teclado,Sur,Carlos,3,864.81,2594.43
2026-01-22,Teclado,Sur,Paula,2,828.29,1656.58
2026-01-22,Laptop,Norte,Maria,2,15164.94,30329.88
2026-01-22,Teclado,Norte,Jorge,2,803.3,1606.6
2026-01-22,Audifonos,Este,Luis,2,616.11,1232.22
2026-01-22,Laptop,Centro,Sofia,1,15195.7,15195.7
2026-01-23,Audifonos,Sur,Carlos,3,595.44,1786.32
2026-01-23,Mouse,Sur,Paula,2,451.34,902.68
2026-01-23,Monitor,Centro,Ana,2,4313.12,8626.24
2026-01-23,Mouse,Este,Luis,5,447.42,2237.1
2026-01-23,Teclado,Norte,Jorge,5,856.58,4282.9
2026-01-23,Laptop,Norte,Jorge,2,15203.55,30407.1
2026-01-23,Monitor,Centro,Sofia,2,4100.89,8201.78
2026-01-24,Mouse,Este,Luis,2,445.85,891.7
2026-01-24,Laptop,Centro,Sofia,2,15173.27,30346.54
2026-01-25,Audifonos,Centro,Sofia,3,590.75,1772.25
2026-01-25,Teclado,Este,Diego,4,830.48,3321.92
2026-01-26,Laptop,Este,Luis,1,15084.59,15084.59
2026-01-26,Laptop,Centro,Ana,2,14345.33,28690.66
2026-01-26,Teclado,Sur,Paula,4,788.55,3154.2
2026-01-26,Mouse,Este,Diego,1,476.96,476.96
2026-01-26,Mouse,Sur,Carlos,3,433.5,1300.5
2026-01-27,Mouse,Sur,Paula,2,427.7,855.4
2026-01-27,Mouse,Centro,Sofia,5,453.26,2266.3
2026-01-27,Teclado,Sur,Paula,1,834.0,834.0
2026-01-27,Audifonos,Este,Luis,1,569.66,569.66
2026-01-27,Laptop,Sur,Paula,2,14637.03,29274.06
2026-01-27,Audifonos,Norte,Jorge,5,626.12,3130.6
2026-01-27,Laptop,Centro,Ana,2,15212.01,30424.02
2026-01-28,Laptop,Centro,Ana,1,15143.73,15143.73
2026-01-28,Monitor,Centro,Sofia,1,4277.52,4277.52
2026-01-28,Mouse,Centro,Ana,2,444.73,889.46
2026-01-28,Monitor,Centro,Sofia,1,4163.94,4163.94
2026-01-28,Monitor,Norte,Jorge,1,4288.1,4288.1
2026-01-28,Mouse,Norte,Jorge,3,471.75,1415.25
2026-01-29,Mouse,Centro,Ana,3,427.16,1281.48
2026-01-29,Teclado,Centro,Ana,5,806.51,4032.55
2026-01-29,Audifonos,Centro,Sofia,4,614.13,2456.52
2026-01-29,Monitor,Norte,Maria,1,4500.21,4500.21
2026-01-30,Audifonos,Sur,Paula,3,611.25,1833.75
2026-01-30,Mouse,Sur,Paula,5,444.12,2220.6
2026-01-30,Mouse,Norte,Maria,4,444.27,1777.08
2026-01-30,Teclado,Norte,Jorge,5,828.92,4144.6
2026-01-31,Laptop,Centro,Ana,2,15500.83,31001.66
2026-02-01,Teclado,Centro,Sofia,1,867.89,867.89
2026-02-01,Laptop,Centro,Ana,1,14296.43,14296.43
2026-02-01,Teclado,Norte,Maria,5,826.78,4133.9
2026-02-02,Audifonos,Norte,Jorge,2,558.95,1117.9
2026-02-02,Mouse,Norte,Maria,4,460.36,1841.44
2026-02-02,Teclado,Sur,Carlos,1,863.99,863.99
2026-02-02,Audifonos,Norte,Maria,5,614.53,3072.65
2026-02-02,Mouse,Norte,Maria,1,436.22,436.22
2026-02-02,Laptop,Este,Diego,2,15232.33,30464.66
2026-02-03,Monitor,Este,Diego,1,4458.14,4458.14
2026-02-03,Teclado,Sur,Carlos,2,866.31,1732.62
2026-02-03,Monitor,Centro,Sofia,2,4242.94,8485.88
2026-02-03,Laptop,Norte,Maria,2,15756.82,31513.64
2026-02-03,Monitor,Este,Luis,1,4225.55,4225.55
2026-02-03,Monitor,Centro,Ana,3,4193.55,12580.65
2026-02-03,Impresora,Centro,Ana,1,3223.88,3223.88
2026-02-04,Teclado,Centro,Sofia,5,835.26,4176.3
2026-02-04,Mouse,Sur,Paula,4,448.21,1792.84
2026-02-04,Audifonos,Norte,Maria,4,580.49,2321.96
2026-02-04,Mouse,Este,Luis,1,463.44,463.44
2026-02-04,Mouse,Centro,Sofia,4,433.12,1732.48
2026-02-05,Teclado,Norte,Jorge,5,839.75,4198.75
2026-02-05,Laptop,Este,Luis,2,14477.06,28954.12
2026-02-05,Mouse,Este,Luis,4,448.41,1793.64
2026-02-05,Mouse,Sur,Carlos,5,434.77,2173.85
2026-02-06,Audifonos,Sur,Paula,1,625.69,625.69
2026-02-06,Laptop,Este,Diego,2,14958.02,29916.04
2026-02-06,Monitor,Sur,Paula,2,4110.88,8221.76
2026-02-06,Impresora,Centro,Ana,1,3202.98,3202.98
2026-02-06,Laptop,Norte,Maria,1,15299.96,15299.96
2026-02-06,Laptop,Sur,Carlos,2,14687.92,29375.84
2026-02-07,Teclado,Centro,Ana,3,857.11,2571.33
2026-02-07,Impresora,Sur,Carlos,4,3011.98,12047.92
2026-02-07,Monitor,Sur,Carlos,2,4228.42,8456.84
2026-02-08,Laptop,Este,Luis,2,14749.02,29498.04
2026-02-08,Impresora,Norte,Jorge,3,3319.51,9958.53
2026-02-09,Monitor,Este,Luis,2,4091.35,8182.7
2026-02-09,Teclado,Centro,Ana,4,846.24,3384.96
2026-02-09,Impresora,Norte,Maria,5,3077.41,15387.05
2026-02-09,Audifonos,Norte,Jorge,3,610.0,1830.0
2026-02-10,Audifonos,Este,Diego,4,609.53,2438.12
2026-02-10,Monitor,Norte,Maria,2,4215.02,8430.04
2026-02-10,Teclado,Centro,Ana,3,860.55,2581.65
2026-02-10,Laptop,Norte,Maria,1,15741.33,15741.33
2026-02-10,Mouse,Norte,Maria,1,462.69,462.69
2026-02-10,Audifonos,Centro,Ana,5,621.61,3108.05
2026-02-10,Teclado,Norte,Jorge,5,859.76,4298.8
2026-02-11,Teclado,Norte,Maria,4,859.55,3438.2
2026-02-11,Mouse,Centro,Ana,5,436.5,2182.5
2026-02-11,Monitor,Norte,Jorge,1,4204.36,4204.36
2026-02-11,Teclado,Sur,Paula,3,861.32,2583.96
2026-02-11,Teclado,Sur,Paula,4,849.95,3399.8
2026-02-11,Teclado,Norte,Jorge,5,820.36,4101.8
2026-02-11,Monitor,Este,Diego,1,4195.51,4195.51
2026-02-12,Audifonos,Sur,Carlos,2,594.55,1189.1
2026-02-12,Monitor,Este,Diego,1,4365.67,4365.67
2026-02-12,Mouse,Sur,Paula,3,451.77,1355.31
2026-02-12,Mouse,Centro,Sofia,3,458.56,1375.68
2026-02-12,Laptop,Sur,Carlos,2,15170.48,30340.96
2026-02-12,Monitor,Sur,Paula,2,4068.32,8136.64
2026-02-12,Laptop,Centro,Sofia,1,15152.94,15152.94
2026-02-13,Impresora,Este,Luis,2,3293.49,6586.98
2026-02-13,Laptop,Centro,Sofia,2,15443.76,30887.52
2026-02-13,Mouse,Centro,Sofia,2,442.74,885.48
2026-02-13,Monitor,Centro,Sofia,2,3925.29,7850.58
2026-02-13,Mouse,Centro,Sofia,4,452.74,1810.96
2026-02-14,Impresora,Sur,Paula,5,3210.53,16052.65
2026-02-15,Teclado,Norte,Jorge,4,860.48,3441.92
2026-02-15,Mouse,Centro,Ana,2,443.84,887.68
2026-02-15,Monitor,Norte,Maria,1,4382.09,4382.09
2026-02-16,Mouse,Norte,Maria,2,428.5,857.0
2026-02-16,Laptop,Centro,Ana,2,15645.89,31291.78
2026-02-16,Laptop,Sur,Paula,1,15049.68,15049.68
2026-02-16,Laptop,Este,Diego,1,14731.76,14731.76
2026-02-16,Mouse,Sur,Carlos,1,466.55,466.55
2026-02-16,Mouse,Este,Diego,2,465.26,930.52
2026-02-16,Laptop,Sur,Carlos,1,15315.33,15315.33
2026-02-17,Laptop,Este,Diego,2,14881.62,29763.24
2026-02-17,Laptop,Centro,Sofia,2,15016.75,30033.5
2026-02-17,Mouse,Norte,Maria,2,473.91,947.82
2026-02-17,Mouse,Centro,Ana,2,422.98,845.96
2026-02-17,Audifonos,Norte,Jorge,3,620.41,1861.23
2026-02-17,Teclado,Centro,Sofia,2,843.07,1686.14
2026-02-17,Teclado,Norte,Jorge,3,850.08,2550.24
2026-02-18,Mouse,Norte,Jorge,1,444.81,444.81
2026-02-18,Audifonos,Centro,Sofia,5,604.91,3024.55
2026-02-18,Teclado,Centro,Ana,5,887.56,4437.8
2026-02-18,Monitor,Norte,Maria,2,4010.08,8020.16
2026-02-18,Mouse,Este,Luis,2,444.44,888.88
2026-02-19,Mouse,Centro,Sofia,2,436.53,873.06
2026-02-19,Audifonos,Centro,Ana,2,606.59,1213.18
2026-02-19,Monitor,Centro,Sofia,2,4198.66,8397.32
2026-02-19,Audifonos,Sur,Carlos,4,597.46,2389.84
2026-02-19,Teclado,Este,Luis,3,899.31,2697.93
2026-02-19,Monitor,Sur,Carlos,1,4066.66,4066.66
2026-02-20,Audifonos,Norte,Jorge,4,567.41,2269.64
2026-02-20,Laptop,Este,Luis,2,15580.75,31161.5
2026-02-20,Monitor,Norte,Maria,2,4115.05,8230.1
2026-02-20,Laptop,Centro,Ana,2,14779.92,29559.84
2026-02-21,Laptop,Centro,Sofia,1,14740.51,14740.51
2026-02-22,Monitor,Este,Diego,1,4210.9,4210.9
2026-02-22,Mouse,Norte,Jorge,2,458.35,916.7
2026-02-22,Audifonos,Centro,Sofia,2,590.44,1180.88
2026-02-23,Laptop,Sur,Paula,2,14901.89,29803.78
2026-02-23,Impresora,Centro,Sofia,2,3140.13,6280.26
2026-02-23,Audifonos,Este,Diego,1,610.68,610.68
2026-02-23,Teclado,Norte,Maria,4,848.74,3394.96
2026-02-23,Mouse,Centro,Ana,2,440.21,880.42
2026-02-23,Audifonos,Este,Diego,4,571.93,2287.72
2026-02-23,Teclado,Centro,Sofia,3,837.7,2513.1
2026-02-24,Teclado,Centro,Sofia,3,856.39,2569.17
2026-02-24,Audifonos,Centro,Ana,5,603.05,3015.25
2026-02-24,Mouse,Centro,Sofia,2,461.41,922.82
2026-02-24,Audifonos,Norte,Jorge,5,600.96,3004.8
2026-02-25,Teclado,Sur,Paula,1,874.67,874.67
2026-02-25,Monitor,Norte,Maria,1,3963.37,3963.37
2026-02-25,Teclado,Centro,Ana,3,830.61,2491.83
2026-02-25,Laptop,Sur,Paula,1,13883.68,13883.68
2026-02-25,Teclado,Centro,Sofia,1,819.91,819.91
2026-02-25,Audifonos,Centro,Ana,5,633.05,3165.25
2026-02-26,Teclado,Sur,Paula,3,861.95,2585.85
2026-02-26,Audifonos,Sur,Paula,2,607.7,1215.4
2026-02-26,Teclado,Este,Luis,3,858.33,2574.99
2026-02-26,Monitor,Este,Diego,1,4270.85,4270.85
2026-02-26,Laptop,Norte,Maria,2,14830.7,29661.4
2026-02-26,Mouse,Centro,Ana,4,462.37,1849.48
2026-02-27,Monitor,Norte,Jorge,1,4367.41,4367.41
2026-02-27,Mouse,Este,Diego,1,455.47,455.47
2026-02-27,Laptop,Sur,Paula,2,15079.77,30159.54
2026-02-27,Impresora,Sur,Paula,3,3169.53,9508.59
2026-02-27,Teclado,Centro,Ana,1,822.29,822.29
2026-02-28,Impresora,Norte,Maria,2,3255.25,6510.5
2026-02-28,Monitor,Norte,Jorge,1,4138.05,4138.05
2026-02-28,Impresora,Sur,Carlos,1,3244.37,3244.37
2026-03-01,Audifonos,Centro,Sofia,4,609.24,2436.96
2026-03-02,Mouse,Este,Diego,5,468.47,2342.35
2026-03-02,Monitor,Centro,Sofia,2,4172.63,8345.26
2026-03-02,Monitor,Centro,Ana,2,4085.16,8170.32
2026-03-02,Monitor,Sur,Paula,2,4082.95,8165.9
2026-03-02,Teclado,Centro,Sofia,1,838.78,838.78
2026-03-02,Teclado,Centro,Sofia,5,859.2,4296.0
2026-03-03,Monitor,Sur,Paula,2,4391.07,8782.14
2026-03-03,Teclado,Norte,Jorge,5,847.32,4236.6
2026-03-03,Teclado,Sur,Paula,1,852.31,852.31
2026-03-03,Mouse,Sur,Paula,5,438.47,2192.35
2026-03-03,Audifonos,Centro,Sofia,1,575.52,575.52
2026-03-04,Mouse,Sur,Paula,1,434.05,434.05
2026-03-04,Monitor,Centro,Ana,1,4241.57,4241.57
2026-03-04,Monitor,Norte,Jorge,2,4155.44,8310.88
2026-03-04,Monitor,Centro,Sofia,1,4241.37,4241.37
2026-03-04,Mouse,Norte,Maria,1,449.82,449.82
2026-03-04,Audifonos,Centro,Sofia,1,573.77,573.77
2026-03-05,Monitor,Centro,Ana,1,4262.84,4262.84
2026-03-05,Mouse,Centro,Ana,1,450.92,450.92
2026-03-05,Monitor,Centro,Ana,1,4226.5,4226.5
2026-03-05,Teclado,Sur,Carlos,5,817.67,4088.35
2026-03-05,Audifonos,Este,Diego,4,619.42,2477.68
2026-03-05,Laptop,Centro,Ana,1,15139.23,15139.23
2026-03-05,Audifonos,Norte,Maria,4,613.49,2453.96
2026-03-06,Impresora,Este,Luis,5,3280.63,16403.15
2026-03-06,Monitor,Sur,Paula,1,4098.79,4098.79
2026-03-06,Monitor,Norte,Maria,1,4126.7,4126.7
2026-03-06,Audifonos,Sur,Paula,1,613.89,613.89
2026-03-07,Monitor,Sur,Paula,2,4016.85,8033.7
2026-03-07,Monitor,Este,Diego,1,4291.94,4291.94
2026-03-07,Audifonos,Norte,Maria,2,579.36,1158.72
2026-03-08,Laptop,Centro,Ana,2,15535.33,31070.66
2026-03-08,Audifonos,Norte,Maria,1,570.82,570.82
2026-03-09,Monitor,Norte,Jorge,1,4022.34,4022.34
2026-03-09,Mouse,Este,Luis,1,454.33,454.33
2026-03-09,Monitor,Sur,Carlos,2,4342.72,8685.44
2026-03-09,Monitor,Norte,Maria,1,4224.6,4224.6
2026-03-09,Audifonos,Norte,Maria,4,599.23,2396.92
2026-03-10,Impresora,Centro,Sofia,2,3029.41,6058.82
2026-03-10,Laptop,Norte,Jorge,1,15528.98,15528.98
2026-03-10,Audifonos,Este,Diego,1,606.75,606.75
2026-03-10,Monitor,Sur,Carlos,2,4197.85,8395.7
2026-03-10,Impresora,Sur,Paula,3,3200.8,9602.4
2026-03-11,Impresora,Este,Luis,4,3178.17,12712.68
2026-03-11,Laptop,Centro,Sofia,1,14685.59,14685.59
2026-03-11,Impresora,Centro,Ana,4,3372.64,13490.56
2026-03-11,Audifonos,Norte,Jorge,4,593.06,2372.24
2026-03-11,Teclado,Centro,Ana,3,845.44,2536.32
2026-03-11,Audifonos,Sur,Paula,4,611.67,2446.68
2026-03-11,Monitor,Sur,Paula,2,4294.73,8589.46
2026-03-12,Mouse,Sur,Paula,5,446.21,2231.05
2026-03-12,Mouse,Centro,Sofia,3,441.37,1324.11
2026-03-12,Audifonos,Norte,Jorge,3,615.72,1847.16
2026-03-12,Mouse,Norte,Jorge,5,442.82,2214.1
2026-03-12,Teclado,Sur,Paula,3,805.69,2417.07
2026-03-13,Mouse,Sur,Paula,2,453.2,906.4
2026-03-13,Teclado,Sur,Paula,2,845.82,1691.64
2026-03-13,Teclado,Centro,Ana,1,824.18,824.18
2026-03-13,Audifonos,Centro,Ana,5,575.91,2879.55
2026-03-13,Laptop,Norte,Maria,2,15507.31,31014.62
2026-03-14,Mouse,Sur,Paula,1,448.77,448.77
2026-03-14,Teclado,Sur,Paula,3,873.32,2619.96
2026-03-15,Teclado,Sur,Carlos,4,835.29,3341.16
2026-03-15,Monitor,Sur,Paula,1,4386.15,4386.15
2026-03-16,Monitor,Norte,Maria,2,4117.3,8234.6
2026-03-16,Monitor,Centro,Sofia,2,4485.72,8971.44
2026-03-16,Laptop,Sur,Paula,2,14524.28,29048.56
2026-03-16,Teclado,Norte,Jorge,5,826.6,4133.0
2026-03-16,Monitor,Este,Luis,2,4209.07,8418.14
2026-03-16,Teclado,Sur,Paula,5,815.66,4078.3
2026-03-16,Mouse,Sur,Carlos,1,451.29,451.29
2026-03-17,Teclado,Centro,Sofia,5,809.4,4047.0
2026-03-17,Monitor,Norte,Jorge,1,4234.5,4234.5
2026-03-17,Mouse,Norte,Maria,3,448.0,1344.0
2026-03-17,Monitor,Sur,Carlos,1,4148.38,4148.38
2026-03-17,Monitor,Este,Diego,2,4205.0,8410.0
2026-03-17,Impresora,Norte,Jorge,2,3199.32,6398.64
2026-03-18,Mouse,Centro,Sofia,4,437.84,1751.36
2026-03-18,Laptop,Norte,Jorge,2,14083.02,28166.04
2026-03-18,Monitor,Centro,Sofia,2,4272.91,8545.82
2026-03-18,Impresora,Este,Diego,1,3174.96,3174.96
2026-03-18,Impresora,Norte,Jorge,2,3115.55,6231.1
2026-03-18,Teclado,Este,Diego,3,844.23,2532.69
2026-03-19,Mouse,Norte,Jorge,2,441.34,882.68
2026-03-19,Monitor,Norte,Maria,2,4178.75,8357.5
2026-03-19,Laptop,Sur,Paula,1,14511.93,14511.93
2026-03-19,Audifonos,Este,Luis,1,596.24,596.24
2026-03-19,Teclado,Norte,Jorge,2,835.67,1671.34
2026-03-20,Impresora,Centro,Sofia,3,3373.66,10120.98
2026-03-20,Monitor,Norte,Maria,2,4142.44,8284.88
2026-03-20,Teclado,Sur,Carlos,4,855.09,3420.36
2026-03-20,Mouse,Norte,Jorge,3,434.65,1303.95
2026-03-21,Monitor,Centro,Ana,1,4143.3,4143.3
2026-03-22,Laptop,Sur,Paula,1,14648.8,14648.8
2026-03-22,Monitor,Este,Diego,1,4278.01,4278.01
2026-03-23,Laptop,Este,Luis,2,14722.78,29445.56
2026-03-23,Laptop,Sur,Paula,1,15462.11,15462.11
2026-03-23,Teclado,Centro,Sofia,2,835.13,1670.26
2026-03-23,Teclado,Norte,Maria,2,839.71,1679.42
2026-03-23,Mouse,Norte,Jorge,5,449.55,2247.75
2026-03-23,Monitor,Sur,Carlos,1,4045.28,4045.28
2026-03-23,Laptop,Norte,Maria,2,14590.9,29181.8
2026-03-24,Mouse,Centro,Ana,3,441.17,1323.51
2026-03-24,Audifonos,Centro,Ana,5,594.85,2974.25
2026-03-24,Audifonos,Centro,Sofia,2,595.75,1191.5
2026-03-24,Laptop,Centro,Ana,1,14806.29,14806.29
2026-03-24,Teclado,Centro,Ana,1,893.26,893.26
2026-03-25,Mouse,Sur,Carlos,6,479.89,2879.34
2026-03-25,Impresora,Norte,Jorge,4,3208.44,12833.76
2026-03-25,Laptop,Norte,Jorge,1,15219.9,15219.9
2026-03-25,Audifonos,Centro,Sofia,4,585.85,2343.4
2026-03-25,Teclado,Centro,Sofia,3,815.31,2445.93
2026-03-26,Teclado,Norte,Maria,5,878.63,4393.15
2026-03-26,Teclado,Este,Luis,3,817.75,2453.25
2026-03-26,Teclado,Norte,Maria,2,890.55,1781.1
2026-03-26,Teclado,Norte,Maria,3,862.15,2586.45
2026-03-26,Impresora,Norte,Maria,5,3071.99,15359.95
2026-03-27,Monitor,Sur,Carlos,1,4273.47,4273.47
2026-03-27,Audifonos,Centro,Sofia,4,577.96,2311.84
2026-03-27,Teclado,Centro,Ana,1,866.84,866.84
2026-03-27,Monitor,Norte,Jorge,1,4292.84,4292.84
2026-03-27,Monitor,Este,Diego,1,4364.84,4364.84
2026-03-27,Monitor,Sur,Carlos,2,4283.16,8566.32
2026-03-28,Mouse,Sur,Paula,4,473.25,1893.0
2026-03-29,Teclado,Centro,Sofia,2,874.6,1749.2
2026-03-29,Audifonos,Norte,Maria,1,574.68,574.68
2026-03-29,Monitor,Norte,Maria,1,4195.66,4195.66
2026-03-30,Mouse,Sur,Paula,4,439.14,1756.56
2026-03-30,Monitor,Sur,Carlos,2,4216.62,8433.24
2026-03-30,Teclado,Centro,Ana,1,859.87,859.87
2026-03-30,Mouse,Este,Luis,5,448.71,2243.55
2026-03-31,Impresora,Sur,Carlos,2,3131.47,6262.94
2026-03-31,Mouse,Sur,Paula,4,435.86,1743.44
2026-03-31,Monitor,Centro,Sofia,2,4225.02,8450.04
2026-03-31,Teclado,Este,Luis,1,855.49,855.49
2026-03-31,Monitor,Centro,Ana,1,4208.53,4208.53
2026-04-01,Teclado,Centro,Ana,3,877.25,2631.75
2026-04-01,Impresora,Sur,Carlos,3,3123.31,9369.93
2026-04-01,Teclado,Norte,Jorge,2,882.11,1764.22
2026-04-01,Audifonos,Norte,Jorge,3,587.05,1761.15
2026-04-02,Laptop,Norte,Jorge,2,14667.73,29335.46
2026-04-02,Teclado,Centro,Sofia,3,818.98,2456.94
2026-04-02,Impresora,Centro,Ana,2,3260.81,6521.62
2026-04-02,Mouse,Norte,Maria,5,453.03,2265.15
2026-04-02,Mouse,Sur,Carlos,1,451.72,451.72
2026-04-02,Monitor,Centro,Ana,1,4134.29,4134.29
2026-04-03,Mouse,Norte,Maria,3,444.96,1334.88
2026-04-03,Mouse,Norte,Maria,4,426.5,1706.0
2026-04-03,Laptop,Centro,Sofia,1,15247.04,15247.04
2026-04-03,Laptop,Centro,Sofia,2,14164.66,28329.32
2026-04-03,Mouse,Centro,Ana,2,442.72,885.44
2026-04-03,Teclado,Centro,Ana,2,842.49,1684.98
2026-04-03,Audifonos,Norte,Jorge,4,614.23,2456.92
2026-04-04,Teclado,Norte,Maria,3,850.35,2551.05
2026-04-04,Teclado,Sur,Paula,5,852.36,4261.8
2026-04-05,Audifonos,Este,Diego,1,602.72,602.72
2026-04-05,Audifonos,Sur,Carlos,3,580.6,1741.8
2026-04-06,Teclado,Centro,Sofia,3,856.29,2568.87
2026-04-06,Mouse,Este,Luis,4,459.11,1836.44
2026-04-06,Mouse,Norte,Jorge,1,449.47,449.47
2026-04-06,Monitor,Centro,Ana,1,4024.4,4024.4
2026-04-06,Monitor,Norte,Jorge,3,4106.18,12318.54
2026-04-07,Impresora,Norte,Jorge,2,3181.28,6362.56
2026-04-07,Monitor,Norte,Maria,2,3967.36,7934.72
2026-04-07,Laptop,Norte,Maria,2,15057.09,30114.18
2026-04-07,Monitor,Norte,Maria,2,3950.0,7900.0
2026-04-07,Teclado,Este,Luis,1,861.69,861.69
